varname,summary
cand_sen_rep_code,Candidate – code: 2012 U.S. Senate Republican cand (state of Respondent address)
cand_sen_oth_name,Candidate – name: 2012 U.S. Senate other (3rd) cand (state of Respondent address)
cand_sen_oth_gend,Candidate – gender: 2012 U.S. Senate other (3rd) cand (state of Respondent address)
cand_sen_oth_code,Candidate – code: 2012 U.S. Senate other (3rd) cand (state of Respondent address)
cand_sen_oth_pty,Candidate – party: 2012 U.S. Senate other (3rd) cand (state of Respondent address)
sen_norace_srsen_name,U.S. Senator – name: Senior Senator in state without 2012 Senate race (state of Respondent address)
sen_norace_srsen_pty,U.S. Senator – party: Senior Senator in state without 2012 Senate race (state of Respondent address)
sen_norace_srsen_gend,U.S. Senator – gender: Senior Senator in state without 2012 Senate race (state of Respondent address)
sen_norace_srsen_code,U.S. Senator – code: Senior Senator in state without 2012 Senate race (state of Respondent address)
sen_norace_jrsen_name,U.S. Senator – name: Junior Senator in state without 2012 Senate race (state of Respondent address)
sen_norace_jrsen_pty,U.S. Senator – party: Junior Senator in state without 2012 Senate race (state of Respondent address)
sen_norace_jrsen_gend,U.S. Senator – gender: Junior Senator in state without 2012 Senate race (state of Respondent address)
sen_norace_jrsen_code,U.S. Senator – code: Junior Senator in state without 2012 Senate race (state of Respondent address)
sen_race_sennotup_name,U.S. Senator – name: nonrunning Senator in state with 2012 Senate race (state of Respondent address)
sen_race_sennotup_pty,U.S. Senator – party: nonrunning Senator in state with 2012 Senate race (state of Respondent address)
sen_race_sennotup_gend,U.S. Senator – gender: nonrunning Senator in state with 2012 Senate race (state of Respondent address)
sen_race_sennotup_code,U.S. Senator – code: nonrunning Senator in state with 2012 Senate race (state of Respondent address)
cand_gov_dem_name,Candidate – name: 2012 gubernatorial Democratic cand (state of Respondent address)
cand_gov_dem_gend,Candidate – gender: 2012 gubernatorial Democratic cand (state of Respondent address)
cand_gov_dem_code,Candidate – code: 2012 gubernatorial Democratic cand (state of Respondent address)
cand_gov_rep_name,Candidate – name: 2012 gubernatorial Republican cand (state of Respondent address)
cand_gov_rep_gend,Candidate – gender: 2012 gubernatorial Republican cand (state of Respondent address)
cand_gov_rep_code,Candidate – code: 2012 gubernatorial Republican cand (state of Respondent address)
cand_gov_oth_name,Candidate – name: 2012 gubernatorial other (3rd) cand (state of Respondent address)
cand_gov_oth_gend,Candidate – gender: 2012 gubernatorial other (3rd) cand (state of Respondent address)
cand_gov_oth_code,Candidate – code: 2012 gubernatorial other (3rd) cand (state of Respondent address)
cand_gov_oth_pty,Candidate – party: 2012 gubernatorial other (3rd) cand (state of Respondent address)
hserep_before_electn_name,Name of U.S. House Representative in office prior to November elections – for address of Respondent
hserep_before_electn_pty,Party of U.S. House Representative in office prior to November elections – for address of Respondent
hserep_before_electn_gend,Gender of U.S. House Representative in office prior to November elections – for address of Respondent
randordq_medsrc_tvprog_01,Pre: Order of media-source numbered TV programs: TV program 1 (20/20)
randordq_medsrc_tvprog_02,Pre: Order of media-source numbered TV programs: TV program 2 (60 Minutes)
randordq_medsrc_tvprog_03,Pre: Order of media-source numbered TV programs: TV program 3 (ABC News Nightline)
randordq_medsrc_tvprog_04,Pre: Order of media-source numbered TV programs: TV program 4 (ABC World News Tonight)
randordq_medsrc_tvprog_05,Pre: Order of media-source numbered TV programs: TV program 5 (America Live)
randordq_medsrc_tvprog_06,Pre: Order of media-source numbered TV programs: TV program 6 (America This Morning)
randordq_medsrc_tvprog_07,Pre: Order of media-source numbered TV programs: TV program 7 (America’s Newsroom)
randordq_medsrc_tvprog_08,Pre: Order of media-source numbered TV programs: TV program 8 (American Idol)
randordq_medsrc_tvprog_09,Pre: Order of media-source numbered TV programs: TV program 9 (Anderson Cooper)
randordq_medsrc_tvprog_10,Pre: Order of media-source numbered TV programs: TV program 10 (The Big Bang Theory)
randordq_medsrc_tvprog_11,Pre: Order of media-source numbered TV programs: TV program 11 (CBS Evening News)
randordq_medsrc_tvprog_12,Pre: Order of media-source numbered TV programs: TV program 12 (CBS This Morning)
randordq_medsrc_tvprog_13,Pre: Order of media-source numbered TV programs: TV program 13 (Chris Matthews Show)
randordq_medsrc_tvprog_14,Pre: Order of media-source numbered TV programs: TV program 14 (Colbert Report)
randordq_medsrc_tvprog_15,Pre: Order of media-source numbered TV programs: TV program 15 (Daily Show w/Jon Stewart)
randordq_medsrc_tvprog_16,Pre: Order of media-source numbered TV programs: TV program 16 (Dancing w/the Stars)
randordq_medsrc_tvprog_17,Pre: Order of media-source numbered TV programs: TV program 17 (Dateline NBC)
randordq_medsrc_tvprog_18,Pre: Order of media-source numbered TV programs: TV program 18 (Doctors)
randordq_medsrc_tvprog_19,Pre: Order of media-source numbered TV programs: TV program 19 (Ellen DeGeneres Show)
randordq_medsrc_tvprog_20,Pre: Order of media-source numbered TV programs: TV program 20 (Face the Nation)
randordq_medsrc_tvprog_21,Pre: Order of media-source numbered TV programs: TV program 21 (The Five)
randordq_medsrc_tvprog_22,Pre: Order of media-source numbered TV programs: TV program 22 (Fox Report)
randordq_medsrc_tvprog_23,Pre: Order of media-source numbered TV programs: TV program 23 (Frontline)
randordq_medsrc_tvprog_24,Pre: Order of media-source numbered TV programs: TV program 24 (Good Morning America)
randordq_medsrc_tvprog_25,Pre: Order of media-source numbered TV programs: TV program 25 (Hannity)
randordq_medsrc_tvprog_26,Pre: Order of media-source numbered TV programs: TV program 26 (Huckabee)
randordq_medsrc_tvprog_27,Pre: Order of media-source numbered TV programs: TV program 27 (Insider)
randordq_medsrc_tvprog_28,Pre: Order of media-source numbered TV programs: TV program 28 (Jimmy Kimmel Live)
randordq_medsrc_tvprog_29,Pre: Order of media-source numbered TV programs: TV program 29 (Key & Peele)
randordq_medsrc_tvprog_30,Pre: Order of media-source numbered TV programs: TV program 30 (Late Late Show w/Craig Ferguson)
randordq_medsrc_tvprog_31,Pre: Order of media-source numbered TV programs: TV program 31 (Late Show w/David Letterman)
randordq_medsrc_tvprog_32,Pre: Order of media-source numbered TV programs: TV program 32 (Meet the Press)
randordq_medsrc_tvprog_33,Pre: Order of media-source numbered TV programs: TV program 33 (The Mentalist)
randordq_medsrc_tvprog_34,Pre: Order of media-source numbered TV programs: TV program 34 (NBC Nightly News)
randordq_medsrc_tvprog_35,Pre: Order of media-source numbered TV programs: TV program 35 (NCIS)
randordq_medsrc_tvprog_36,Pre: Order of media-source numbered TV programs: TV program 36 (O’Reilly Factor)
randordq_medsrc_tvprog_37,Pre: Order of media-source numbered TV programs: TV program 37 (On the Record w/Greta Van Susteren)
randordq_medsrc_tvprog_38,Pre: Order of media-source numbered TV programs: TV program 38 (Person of Interest)
randordq_medsrc_tvprog_39,Pre: Order of media-source numbered TV programs: TV program 39 (Rock Center w/Brian Williams)
randordq_medsrc_tvprog_40,Pre: Order of media-source numbered TV programs: TV program 40 (Saturday Night Live)
randordq_medsrc_tvprog_41,Pre: Order of media-source numbered TV programs: TV program 41 (Special Report w/Bret Baier)
randordq_medsrc_tvprog_42,Pre: Order of media-source numbered TV programs: TV program 42 (Tavis Smiley)
randordq_medsrc_tvprog_43,Pre: Order of media-source numbered TV programs: TV program 43 (Sunday Morning)
randordq_medsrc_tvprog_44,Pre: Order of media-source numbered TV programs: TV program 44 (The View)
randordq_medsrc_tvprog_45,Pre: Order of media-source numbered TV programs: TV program 45 (This Week)
randordq_medsrc_tvprog_46,Pre: Order of media-source numbered TV programs: TV program 46 (Today Show)
randordq_medsrc_tvprog_47,Pre: Order of media-source numbered TV programs: TV program 47 (The Voice)
randordq_medsrc_tvprog_48,Pre: Order of media-source numbered TV programs: TV program 48 (The Talk)
randordq_medsrc_tvprog_49,Pre: Order of media-source numbered TV programs: TV program 49 (Al Punto)
randordq_medsrc_tvprog_50,Pre: Order of media-source numbered TV programs: TV program 50 (Al Rojo Vivo)
randordq_medsrc_tvprog_51,Pre: Order of media-source numbered TV programs: TV program 51 (Aqui y Ahora)
randordq_medsrc_tvprog_52,Pre: Order of media-source numbered TV programs: TV program 52 (CNN en Espanol)
randordq_medsrc_tvprog_53,Pre: Order of media-source numbered TV programs: TV program 53 (Despierta America)
randordq_medsrc_tvprog_54,Pre: Order of media-source numbered TV programs: TV program 54 (ElGordo y La Flaca)
randordq_medsrc_tvprog_55,Pre: Order of media-source numbered TV programs: TV program 55 (Enfoque)
randordq_medsrc_tvprog_56,Pre: Order of media-source numbered TV programs: TV program 56 (Hoy)
randordq_medsrc_tvprog_57,Pre: Order of media-source numbered TV programs: TV program 57 (Lo Mejor de Caso Cerrado)
randordq_medsrc_tvprog_58,Pre: Order of media-source numbered TV programs: TV program 58 (Noticiero Enrique Gratas)
randordq_medsrc_tvprog_59,Pre: Order of media-source numbered TV programs: TV program 59 (Noticiero Telemundo)
randordq_medsrc_tvprog_60,Pre: Order of media-source numbered TV programs: TV program 60 (Noticiero Univision)
randordq_medsrc_tvprog_61,Pre: Order of media-source numbered TV programs: TV program 61 (Pa’lante con Cristiana)
randordq_medsrc_tvprog_62,Pre: Order of media-source numbered TV programs: TV program 62 (Pequenos Gigantes)
randordq_medsrc_tvprog_63,Pre: Order of media-source numbered TV programs: TV program 63 (Primer Impacto)
randordq_medsrc_tvprog_64,Pre: Order of media-source numbered TV programs: TV program 64 (Sabado Gigante)
randord_medsrc_tvprog01_scrn,Pre: Screen number of media-source numbered TV program: TV program 1 (20/20)
randord_medsrc_tvprog02_scrn,Pre: Screen number of media-source numbered TV program: TV program 2 (60 Minutes)
randord_medsrc_tvprog03_scrn,Pre: Screen number of media-source numbered TV program: TV program 3 (ABC News Nightline)
randord_medsrc_tvprog04_scrn,Pre: Screen number of media-source numbered TV program: TV program 4 (ABC World News Tonight)
randord_medsrc_tvprog05_scrn,Pre: Screen number of media-source numbered TV program: TV program 5 (America Live)
randord_medsrc_tvprog06_scrn,Pre: Screen number of media-source numbered TV program: TV program 6 (America This Morning)
randord_medsrc_tvprog07_scrn,Pre: Screen number of media-source numbered TV program: TV program 7 (America’s Newsroom)
randord_medsrc_tvprog08_scrn,Pre: Screen number of media-source numbered TV program: TV program 8 (American Idol)
randord_medsrc_tvprog09_scrn,Pre: Screen number of media-source numbered TV program: TV program 9 (Anderson Cooper)
randord_medsrc_tvprog10_scrn,Pre: Screen number of media-source numbered TV program: TV program 10 (The Big Bang Theory)
randord_medsrc_tvprog11_scrn,Pre: Screen number of media-source numbered TV program: TV program 11 (CBS Evening News)
randord_medsrc_tvprog12_scrn,Pre: Screen number of media-source numbered TV program: TV program 12 (CBS This Morning)
randord_medsrc_tvprog13_scrn,Pre: Screen number of media-source numbered TV program: TV program 13 (Chris Matthews Show)
randord_medsrc_tvprog14_scrn,Pre: Screen number of media-source numbered TV program: TV program 14 (Colbert Report)
randord_medsrc_tvprog15_scrn,Pre: Screen number of media-source numbered TV program: TV program 15 (Daily Show w/Jon Stewart)
randord_medsrc_tvprog16_scrn,Pre: Screen number of media-source numbered TV program: TV program 16 (Dancing w/the Stars)
randord_medsrc_tvprog17_scrn,Pre: Screen number of media-source numbered TV program: TV program 17 (Dateline NBC)
randord_medsrc_tvprog18_scrn,Pre: Screen number of media-source numbered TV program: TV program 18 (Doctors)
randord_medsrc_tvprog19_scrn,Pre: Screen number of media-source numbered TV program: TV program 19 (Ellen DeGeneres Show)
randord_medsrc_tvprog20_scrn,Pre: Screen number of media-source numbered TV program: TV program 20 (Face the Nation)
randord_medsrc_tvprog21_scrn,Pre: Screen number of media-source numbered TV program: TV program 21 (The Five)
randord_medsrc_tvprog22_scrn,Pre: Screen number of media-source numbered TV program: TV program 22 (Fox Report)
randord_medsrc_tvprog23_scrn,Pre: Screen number of media-source numbered TV program: TV program 23 (Frontline)
randord_medsrc_tvprog24_scrn,Pre: Screen number of media-source numbered TV program: TV program 24 (Good Morning America)
randord_medsrc_tvprog25_scrn,Pre: Screen number of media-source numbered TV program: TV program 25 (Hannity)
randord_medsrc_tvprog26_scrn,Pre: Screen number of media-source numbered TV program: TV program 26 (Huckabee)
randord_medsrc_tvprog27_scrn,Pre: Screen number of media-source numbered TV program: TV program 27 (Insider)
randord_medsrc_tvprog28_scrn,Pre: Screen number of media-source numbered TV program: TV program 28 (Jimmy Kimmel Live)
randord_medsrc_tvprog29_scrn,Pre: Screen number of media-source numbered TV program: TV program 29 (Key & Peele)
randord_medsrc_tvprog30_scrn,Pre: Screen number of media-source numbered TV program: TV program 30 (Late Late Show w/Craig Ferguson)
randord_medsrc_tvprog31_scrn,Pre: Screen number of media-source numbered TV program: TV program 31 (Late Show w/David Letterman)
randord_medsrc_tvprog32_scrn,Pre: Screen number of media-source numbered TV program: TV program 32 (Meet the Press)
randord_medsrc_tvprog33_scrn,Pre: Screen number of media-source numbered TV program: TV program 33 (The Mentalist)
randord_medsrc_tvprog34_scrn,Pre: Screen number of media-source numbered TV program: TV program 34 (NBC Nightly News)
randord_medsrc_tvprog35_scrn,Pre: Screen number of media-source numbered TV program: TV program 35 (NCIS)
randord_medsrc_tvprog36_scrn,Pre: Screen number of media-source numbered TV program: TV program 36 (O’Reilly Factor)
randord_medsrc_tvprog37_scrn,Pre: Screen number of media-source numbered TV program: TV program 37 (On the Record w/Greta Van Susteren)
randord_medsrc_tvprog38_scrn,Pre: Screen number of media-source numbered TV program: TV program 38 (Person of Interest)
randord_medsrc_tvprog39_scrn,Pre: Screen number of media-source numbered TV program: TV program 39 (Rock Center w/Brian Williams)
randord_medsrc_tvprog40_scrn,Pre: Screen number of media-source numbered TV program: TV program 40 (Saturday Night Live)
randord_medsrc_tvprog41_scrn,Pre: Screen number of media-source numbered TV program: TV program 41 (Special Report w/Bret Baier)
randord_medsrc_tvprog42_scrn,Pre: Screen number of media-source numbered TV program: TV program 42 (Tavis Smiley)
randord_medsrc_tvprog43_scrn,Pre: Screen number of media-source numbered TV program: TV program 43 (Sunday Morning)
randord_medsrc_tvprog44_scrn,Pre: Screen number of media-source numbered TV program: TV program 44 (The View)
randord_medsrc_tvprog45_scrn,Pre: Screen number of media-source numbered TV program: TV program 45 (This Week)
randord_medsrc_tvprog46_scrn,Pre: Screen number of media-source numbered TV program: TV program 46 (Today Show)
randord_medsrc_tvprog47_scrn,Pre: Screen number of media-source numbered TV program: TV program 47 (The Voice)
randord_medsrc_tvprog48_scrn,Pre: Screen number of media-source numbered TV program: TV program 48 (The Talk)
randord_medsrc_tvprog49_scrn,Pre: Screen number of media-source numbered TV program: TV program 49 (Al Punto)
randord_medsrc_tvprog50_scrn,Pre: Screen number of media-source numbered TV program: TV program 50 (Al Rojo Vivo)
randord_medsrc_tvprog51_scrn,Pre: Screen number of media-source numbered TV program: TV program 51 (Aqui y Ahora)
randord_medsrc_tvprog52_scrn,Pre: Screen number of media-source numbered TV program: TV program 52 (CNN en Espanol)
randord_medsrc_tvprog53_scrn,Pre: Screen number of media-source numbered TV program: TV program 53 (Despierta America)
randord_medsrc_tvprog54_scrn,Pre: Screen number of media-source numbered TV program: TV program 54 (ElGordo y La Flaca)
randord_medsrc_tvprog55_scrn,Pre: Screen number of media-source numbered TV program: TV program 55 (Enfoque)
randord_medsrc_tvprog56_scrn,Pre: Screen number of media-source numbered TV program: TV program 56 (Hoy)
randord_medsrc_tvprog57_scrn,Pre: Screen number of media-source numbered TV program: TV program 57 (Lo Mejor de Caso Cerrado)
randord_medsrc_tvprog58_scrn,Pre: Screen number of media-source numbered TV program: TV program 58 (Noticiero Enrique Gratas)
randord_medsrc_tvprog59_scrn,Pre: Screen number of media-source numbered TV program: TV program 59 (Noticiero Telemundo)
randord_medsrc_tvprog60_scrn,Pre: Screen number of media-source numbered TV program: TV program 60 (Noticiero Univision)
randord_medsrc_tvprog61_scrn,Pre: Screen number of media-source numbered TV program: TV program 61 (Pa’lante con Cristiana)
randord_medsrc_tvprog62_scrn,Pre: Screen number of media-source numbered TV program: TV program 62 (Pequenos Gigantes)
randord_medsrc_tvprog63_scrn,Pre: Screen number of media-source numbered TV program: TV program 63 (Primer Impacto)
randord_medsrc_tvprog64_scrn,Pre: Screen number of media-source numbered TV program: TV program 64 (Sabado Gigante)
randordq_medsrc_radio_01,Pre: Order of media-source numbered radio programs: radio program 1 (All Things Considered [NPR])
randordq_medsrc_radio_02,Pre: Order of media-source numbered radio programs: radio program 2 (Dave Ramsey Show)
randordq_medsrc_radio_03,Pre: Order of media-source numbered radio programs: radio program 3 (Ed Shultz Show)
randordq_medsrc_radio_04,Pre: Order of media-source numbered radio programs: radio program 4 (Fresh Air [NPR])
randordq_medsrc_radio_05,Pre: Order of media-source numbered radio programs: radio program 5 (Glenn Beck Program)
randordq_medsrc_radio_06,Pre: Order of media-source numbered radio programs: radio program 6 (Laura Ingraham Show)
randordq_medsrc_radio_07,Pre: Order of media-source numbered radio programs: radio program 7 (Mark Levin Show)
randordq_medsrc_radio_08,Pre: Order of media-source numbered radio programs: radio program 8 (Morning Edition [NPR])
randordq_medsrc_radio_09,Pre: Order of media-source numbered radio programs: radio program 9 (Neal Boortz Show)
randordq_medsrc_radio_10,Pre: Order of media-source numbered radio programs: radio program 10 (The Power [Joe Madison])
randordq_medsrc_radio_11,Pre: Order of media-source numbered radio programs: radio program 11 (Rush Limbaugh Show)
randordq_medsrc_radio_12,Pre: Order of media-source numbered radio programs: radio program 12 (Savage Nation [Michael Savage])
randordq_medsrc_radio_13,Pre: Order of media-source numbered radio programs: radio program 13 (Sean Hannity Show)
randordq_medsrc_radio_14,Pre: Order of media-source numbered radio programs: radio program 14 (Talk of the Nation [NPR])
randordq_medsrc_radio_15,Pre: Order of media-source numbered radio programs: radio program 15 (Thom Hartmann Program)
randordq_medsrc_websites_01,Pre: Order of media-source numbered web sites: web site 1 (abcnews.go.com)
randordq_medsrc_websites_02,Pre: Order of media-source numbered web sites: web site 2 (CNN [cnn.com])
randordq_medsrc_websites_03,Pre: Order of media-source numbered web sites: web site 3 (Drudge Report [drudgereport.com])
randordq_medsrc_websites_04,Pre: Order of media-source numbered web sites: web site 4 (Forbes [forbes.com])
randordq_medsrc_websites_05,Pre: Order of media-source numbered web sites: web site 5 (Fox News [foxnews.com])
randordq_medsrc_websites_06,Pre: Order of media-source numbered web sites: web site 6 (Good Morning America [gma.yahoo.com])
randordq_medsrc_websites_07,Pre: Order of media-source numbered web sites: web site 7 (Google News [news.google.com])
randordq_medsrc_websites_08,Pre: Order of media-source numbered web sites: web site 8 (Huffington Post [huffingtonpost.com])
randordq_medsrc_websites_09,Pre: Order of media-source numbered web sites: web site 9 (Los Angeles Times [latimes.com])
randordq_medsrc_websites_10,Pre: Order of media-source numbered web sites: web site 10 (MSNBC [msnbc.msn.com])
randordq_medsrc_websites_11,Pre: Order of media-source numbered web sites: web site 11 (New York Times [nytimes.com])
randordq_medsrc_websites_12,Pre: Order of media-source numbered web sites: web site 12 (Today Show [today.msnbc.msn.com])
randordq_medsrc_websites_13,Pre: Order of media-source numbered web sites: web site 13 (USA Today [usatoday.com])
randordq_medsrc_websites_14,Pre: Order of media-source numbered web sites: web site 14 (Washington Post [washingtonpost.com])
randordq_medsrc_websites_15,Pre: Order of media-source numbered web sites: web site 15 (Yahoo News [news.yahoo.com])
randordq_medsrc_newsp_01,Pre: Order of media-source numbered print/online newspapers: newspaper 1 (New York Times/ www.nytimes.com)
randordq_medsrc_newsp_02,Pre: Order of media-source numbered print/online newspapers: newspaper 2 (USA Today/ www.usatoday.com)
randordq_medsrc_newsp_03,Pre: Order of media-source numbered print/online newspapers: newspaper 3 (Wall Street Journal/ online.wsj.com)
randordq_medsrc_newsp_04,Pre: Order of media-source numbered print/online newspapers: newspaper 4 (Washington Post/ www.washingtonpost.com)
randordq_medsrc_newsp_05,Pre: Order of media-source numbered print/online newspapers: newspaper 5 [RESTRICTED NAME]
randordq_medsrc_newsp_06,Pre: Order of media-source numbered print/online newspapers: newspaper 6 [RESTRICTED NAME]
randordq_medsrc_newsp_07,Pre: Order of media-source numbered print/online newspapers: newspaper 7 [RESTRICTED NAME]
randordq_medsrc_newsp_08,Pre: Order of media-source numbered print/online newspapers: newspaper 8 [RESTRICTED NAME]
randordq_medsrc_newsp_09,Pre: Order of media-source numbered print/online newspapers: newspaper 9 [RESTRICTED NAME]
randordq_medsrc_newsp_10,Pre: Order of media-source numbered print/online newspapers: newspaper 10 [RESTRICTED NAME]
randordq_medsrc_newsp_11,Pre: Order of media-source numbered print/online newspapers: newspaper 11 [RESTRICTED NAME]
randordq_medsrc_newsp_12,Pre: Order of media-source numbered print/online newspapers: newspaper 12 [RESTRICTED NAME]
randordq_medsrc_newsp_13,Pre: Order of media-source numbered print/online newspapers: newspaper 13 [RESTRICTED NAME]
randordq_medsrc_newsp_14,Pre: Order of media-source numbered print/online newspapers: newspaper 14 [RESTRICTED NAME]
randordq_medsrc_newsp_15,Pre: Order of media-source numbered print/online newspapers: newspaper 15 [RESTRICTED NAME]
randsplice_revisedstandard,Pre and Post: Standard or revised version of questions having std/revised version alternatives
randopts_fwdrev,Pre and Post: Forward reverse order of response options
randordq_cands_parties,Pre and Post: Order of Democratic/Republican questions for parties and candidates
randord_vote_ptynames,Pre and Post: Assigned order for Dem/Rep candidate names: Pre and Post vote sections and Ballot Card
randordq_web_pretherms,Pre: WEB ONLY: Order of political figure thermometers after Pres cands
randordq_affects,Pre: Order of Presidential candidate affects
rand_place_likelypercent,Pre: Placement of vote likelihood questions
randordq_ecblame_pres,Pre: Order of economic blame item: President
randordq_ecblame_prevpres,Pre: Order of economic blame item: former President
randordq_ecblame_congdem,Pre: Order of economic blame item: Democrats in Congress
randordq_ecblame_congrep,Pre: Order of economic blame item: Republicans in Congress
randordq_ecblame_wallstr,Pre: Order of economic blame item: Wall Street bankers
randordq_ecblame_consumers,Pre: Order of economic blame item: consumers
randordq_ecblame_lenders,Pre: Order of economic blame item: lenders
randord_econperf_ptynames,Pre: Order of party names in party performance question: handling the economy
randsplice_dutychoice,Pre: Question splice: version duty/choice to vote or version choice/duty to vote
randord_pid_ptynames,Pre: Order of party names in party identification question
randordq_trait_moral,Pre: Order of Presidential candidate trait: moral
randordq_trait_strong,Pre: Order of Presidential candidate trait: strong leadership
randordq_trait_cares,Pre: Order of Presidential candidate trait: really cares
randordq_trait_know,Pre: Order of Presidential candidate trait: knowledgeable
randordq_trait_intell,Pre: Order of Presidential candidate trait: intelligent
randordq_trait_honest,Pre: Order of Presidential candidate trait: honest
randsplice_fedspendtxt,Pre: Wording choice in Federal spending items
randordq_fedspend_socsec,Pre: Order of Federal spending item: Social Security
randordq_fedspend_pubsch,Pre: Order of Federal spending item: public schools
randordq_fedspend_scitech,Pre: Order of Federal spending item: science and technology
randordq_fedspend_crime,Pre: Order of Federal spending item: dealing with crime
randordq_fedspend_welfare,Pre: Order of Federal spending item: welfare programs
randordq_fedspend_child,Pre: Order of Federal spending item: child care
randordq_fedspend_poor,Pre: Order of Federal spending item: aid to the poor
randordq_fedspend_envir,Pre: Order of Federal spending item: protecting the environment
randopts_pk_medicare,Pre: Order of numbered response option choices for Political knowledge item: Medicare
randopts_pk_spendleast,Pre: Order of numbered response option choices for Political knowledge item: program with least spending by Federal govt
randord_womenperf_ptynames,Post: order of major party names: party that does better job in the interest of women
randordq_ftf_thermpo_pcpcsp,"Post: FTF ONLY: Democratic/Republican order in Pres cand, and then Pres cand spouse, thermometers"
randordq_web_thermpopc,Post: WEB ONLY: Democratic/Republican order in Pres cand thermometers
randordq_web_thermpopcsp,Post: WEB ONLY: Democratic/Republican order in Pres cand spouse thermometers
randordq_thermpo_hscand,Post: FTF ONLY: Democratic/Republican order of House cand thermometers (after Pres cands and Pres cand spouses
randordq_web_thermpo_sencand,Post: WEB ONLY: Order of political figure thermometers after Pres cands: Senate Democratic candidate
randordq_web_thermpo_senatrs,Post: WEB ONLY: Order of political figure thermometers after Pres cands: Senior Senator in state without Senate race
randordq_web_thermpo_vpc,Post: WEB ONLY: Order of political figure thermometers after Pres cands: Democratic Vice Presidential candidate
randordq_grptherm_xfund,Post: Order of group thermometer: Christian fundamentalists
randordq_grptherm_cath,Post: Order of group thermometer: Catholics
randordq_grptherm_feminst,Post: Order of group thermometer: feminists
randordq_grptherm_fedgov,Post: Order of group thermometer: Federal government in Washington
randordq_grptherm_lib,Post: Order of group thermometer: liberals
randordq_grptherm_midclass,Post: Order of group thermometer: middle class people
randordq_grptherm_labor,Post: Order of group thermometer: labor unions
randordq_grptherm_poor,Post: Order of group thermometer: poor people
randordq_grptherm_milit,Post: Order of group thermometer: the military
randordq_grptherm_bigbusn,Post: Order of group thermometer: big business
randordq_grptherm_welfare,Post: Order of group thermometer: people on welfare
randordq_grptherm_conserv,Post: Order of group thermometer: conservatives
randordq_grptherm_wkclass,Post: Order of group thermometer: working class people
randordq_grptherm_suprct,Post: Order of group thermometer: U.S. Supreme Court
randordq_grptherm_gaylesb,Post: Order of group thermometer: gay men and lesbians
randordq_grptherm_congress,Post: Order of group thermometer: Congress
randordq_grptherm_rich,Post: Order of group thermometer: rich people
randordq_grptherm_muslim,Post: Order of group thermometer: Muslims
randordq_grptherm_xtian,Post: Order of group thermometer: Christians
randordq_grptherm_atheist,Post: Order of group thermometer: atheists
randordq_grptherm_mormon,Post: Order of group thermometer: Mormons
randordq_grptherm_teapty,Post: Order of group thermometer: Tea Party
randord_mip_ptynames,Post: order of major party names: party to best handle most important problem(s)
randordq_deficit_inctax,Post: Order of deficit reduction item: raise taxes for incomes over 25K
randordq_deficit_medvouch,Post: Order of deficit reduction item: replace Medicare with voucher system
randordq_deficit_corptax,Post: Order of deficit reduction item: increase corporate taxes
randordq_deficit_cutmilit,Post: Order of deficit reduction item: cut Military spending
randordq_deficit_fedemp,Post: Order of deficit reduction item: cut Federal employees 10percent
randordq_deficit_cutgovt,Post: Order of deficit reduction item: cut govt excluding military
randordq_ftf_abort_pc,"Post: FTF ONLY: Order of Presidential candidate, party questions abortion 7pt scale"
randordq_abort_healthnonfatl,Post: Order of abortion scenarios: nonfatal health risk to mother
randordq_abort_healthfatal,Post: Order of abortion scenarios: fatal health risk to mother
randordq_abort_incest,Post: Order of abortion scenarios: incest
randordq_abort_rape,Post: Order of abortion scenarios: rape
randordq_abort_defect,Post: Order of abortion scenarios: birth defect
randordq_abort_financial,Post: Order of abortion scenarios: financial hardship
randordq_abort_gendpref,Post: Order of abortion scenarios: gender preference
randord_factor_pcnamestxt,Post: order of major party names: candidate R favors due to preference/aversion factor
randordq_factor_rpcreligion,Post: Order of Presidential candidate preference/aversion factor: Mormon religion of Mitt Romney
randordq_factor_dpcrace,Post: Order of Presidential candidate preference/aversion factor: race of Barack Obama
randordq_factor_hcarelaw,Post: Order of Presidential candidate preference/aversion factor: Affordable Health Care Act (Obamacare)
randordq_factor_economy,Post: Order of Presidential candidate preference/aversion factor: the economy
randordq_factor_foreignpol,Post: Order of Presidential candidate preference/aversion factor: foreign policy
randordq_factor_dpcreligion,Post: Order of Presidential candidate preference/aversion factor: religion of Barack Obama
randordq_factor_rpcwealth,Post: Order of Presidential candidate preference/aversion factor: wealth of Mitt Romney
randordq_factor_dpcparty,Post: Order of Presidential candidate preference/aversion factor: politial party of Barack Obama
randordq_factor_rpcparty,Post: Order of Presidential candidate preference/aversion factor: politial party of Mitt Romney
randopts_pk_secytreas,Post: Order of numbered response option choices for political knowledge item: Treasury Secretary
randopts_pk_pty2ndhse,Post: Order of numbered response option choices for political knowledge item: political party 2nd in House seats won
randopts_pk_secyun,Post: Order of numbered response option choices for political knowledge item: U.N. Secretary
randordq_casitherm_asianam,Post: Order of group thermometer: Asian-Americans
randordq_casitherm_hisp,Post: Order of group thermometer: Hispanics
randordq_casitherm_black,Post: Order of group thermometer: Blacks
randordq_casitherm_illegal,Post: Order of group thermometer: illegal immigrants
randordq_casitherm_white,Post: Order of group thermometer: Whites
randordq_stereogroups,Post: Order of numbered stereotype groups (after Whites)
