var_name,summary,question,valid_labels,missing_labels
V083024,A12b. [NEW] Days in typical week watch news on TV,"During a typical week, how many days do you watch news on TV, not
including sports?","0. None
1. One day
2. Two days
3. Three days
4. Four days
5. Five days
6. Six days
7. Seven days","-1. INAP, R selected for version OLD
-8. Don't know
-9. Refused"
V083024a,A12b1. [NEW] Time in typical day watch news on TV,"On a typical day when you watch news on TV, about how much time do
you spend watching news on TV, not including sports",,"-1. INAP, R selected for version OLD;
-8. Don't know
-9. Refused"
V083024b,A12b1a. [NEW] Attention to TV news,"How much attention do you pay to news about national politics on TV?
A GREAT DEAL, A LOT, A MODERATE AMOUNT, A LITTLE, or NONE AT ALL?","1. A great deal
2. A lot
3. A moderate amount
4. A little
5. None at all","-1. INAP, R selected for version OLD;
-8. Don't know
-9. Refused"
V083025,A12c. [NEW] Days in typical wk read news in print newspaper,"During a typical week, how many days do you read news in a printed
newspaper, not including sports?","0. None
1. One day
2. Two days
3. Three days
4. Four days
5. Five days
6. Six days
7. Seven days","-1. INAP, R selected for version OLD
-8. Don't know
-9. Refused"
V083025a,A12c1. [NEW] Time in typical day read news in print newpaper,"On a typical day when you read news in a printed newspaper, about
how much time do you spend reading news in a printed newspaper,
not including sports?",,"-1. INAP, R selected for version OLD;
-8. Don't know
-9. Refused"
V083025b,A12c1a. [NEW] Attention to printed newspaper news,"How much attention do you pay to news about national politics in
printed newspapers?  A GREAT DEAL, A LOT, A MODERATE AMOUNT, A
LITTLE, or NONE AT ALL?","1. A great deal
2. A lot
3. A moderate amount
4. A little
5. None at all","-1. INAP, R selected for version OLD;
-8. Don't know
-9. Refused"
V083026,A12d. [NEW] Days in typical week listen news on radio,"During a typical week, how many days do you listen to news on
the radio, not including sports?","0. None
1. One day
2. Two days
3. Three days
4. Four days
5. Five days
6. Six days
7. Seven days","-1. INAP, R selected for version OLD
-8. Don't know
-9. Refused"
V083026a,A12d1. [NEW] Time in typical day listen news on radio,"On a typical day when you listen to news on the radio, about how
much time do you spend listening to news on the radio, not
including sports?",,"-1. INAP, R selected for version OLD;
-8. Don't know
-9. Refused"
V083026b,A12d1a. [NEW] Attention to radio news,"How much attention do you pay to news about national politics on
the radio?  A GREAT DEAL, A LOT, A MODERATE AMOUNT, A LITTLE,
or NONE AT ALL?","1. A great deal
2. A lot
3. A moderate amount
4. A little
5. None at all","-1. INAP, R selected for version OLD;
-8. Don't know
-9. Refused"
V083027,A13. Are things in the country on right track,"Do you feel things in this country are generally going in the
RIGHT DIRECTION, or do you feel things have pretty seriously
gotten off on the WRONG TRACK?","1. Right direction
5. Wrong track","-8. Don't know
-9. Refused"
V083028,A14a. Approve/disapprove President handling job as Pres,"Do you APPROVE or DISAPPROVE of the way George W. Bush is handling
his job as president?","1. Approve
5. Disapprove","-8. Don't know
-9. Refused"
V083028a,A14a1. How much approve/disapp Pres handling job,"Do you approve STRONGLY or NOT STRONGLY? /
Do you disapprove STRONGLY or NOT STRONGLY?","1. Strongly
5. Not strongly","-1. INAP, -8,-9 in A14a
-8. Don't know
-9. Refused"
V083028x,A14a1x. SUMMARY: R approve/disapp Pres handling job,"SUMMARY:
R APPROVE/DISAPPROVE PRESIDENT HANDLING JOB","1. Approve strongly
2. Approve not strongly
4. Disapprove not strongly
5. Disapprove strongly","-8. Don't know (in A14a or A14a1)
-9. Refused (in A14a or A14a1)"
V083029,A14b. Approve/disapprove President handling economy,"Do you APPROVE or DISAPPROVE of the way George W. Bush is handling
the economy?","1. Approve
5. Disapprove","-8. Don't know
-9. Refused"
V083029a,A14b1. How much approve/disapprove Pres handling economy,"Do you approve STRONGLY or NOT STRONGLY? /
Do you disapprove STRONGLY or NOT STRONGLY?","1. Strongly
5. Not strongly","-1. INAP, -8,-9 in A14b
-8. Don't know
-9. Refused"
V083029x,A14b1x. SUMMARY: R approve/disapp Pres handling economy,"SUMMARY:
R APPROVE/DISAPPROVE PRESIDENT HANDLING ECONOMY","1. Approve strongly
2. Approve not strongly
4. Disapprove not strongly
5. Disapprove strongly","-8. Don't know (in A14b or A14b1)
-9. Refused (in A14b or A14b1)"
V083030,A14c. Approve/disapprove President handling foreign relation,"Do you APPROVE or DISAPPROVE of the way George W. Bush is handling
relations with foreign countries?","1. Approve
5. Disapprove","-8. Don't know
-9. Refused"
V083030a,A14c1. How much approve/disapprove Pres handling foreign rel,"Do you approve STRONGLY or NOT STRONGLY? /
Do you disapprove STRONGLY or NOT STRONGLY?","1. Strongly
5. Not strongly","-1. INAP, -8,-9 in A14c
-8. Don't know
-9. Refused"
V083030x,A14c1x. SUMMARY: R approve/disapp Pres handling foreign rel,"SUMMARY:
R APPROVE/DISAPPROVE PRESIDENT HANDLING FOREIGN RELATIONS","1. Approve strongly
2. Approve not strongly
4. Disapprove not strongly
5. Disapprove strongly","-8. Don't know (in A14c or A14c1)
-9. Refused (in A14c or A14c1)"
V083031,A14d. Approve/disapprove President handling the environment,"Do you APPROVE or DISAPPROVE of the way George W. Bush is handling
the environment?","1. Approve
5. Disapprove","-8. Don't know
-9. Refused"
V083031a,A14d1. How much approve/disapprove Pres handling environment,"Do you approve STRONGLY or NOT STRONGLY? /
Do you disapprove STRONGLY or NOT STRONGLY?","1. Strongly
5. Not strongly","-1. INAP, -8,-9 in A14d
-8. Don't know
-9. Refused"
V083031x,A14d1x. SUMMARY: R approve/disapp Pres handling environment,"SUMMARY:
R APPROVE/DISAPPROVE PRESIDENT HANDLING ENVIRONMENT","1. Approve strongly
2. Approve not strongly
4. Disapprove not strongly
5. Disapprove strongly","-8. Don't know (in A14d or A14d1)
-9. Refused (in A14d or A14d1)"
V083032,A14e. Approve/disapprove President handling health care,"Do you APPROVE or DISAPPROVE of the way George W. Bush is handling
health care?","1. Approve
5. Disapprove","-8. Don't know
-9. Refused"
V083032a,A14e1. How much approve/disapprove Pres handling health care,"Do you approve STRONGLY or NOT STRONGLY? /
Do you disapprove STRONGLY or NOT STRONGLY?","1. Strongly
5. Not strongly","-1. INAP, -8,-9 in A14e
-8. Don't know
-9. Refused"
V083032x,A14e1x. SUMMARY: R approve/disapp Pres handling health care,"SUMMARY:
R APPROVE/DISAPPROVE PRESIDENT HANDLING HEALTH CARE","1. Approve strongly
2. Approve not strongly
4. Disapprove not strongly
5. Disapprove strongly","-8. Don't know (in A14e or A14e1)
-9. Refused (in A14e or A14e1)"
V083033,A14f. Approve/disapprove President handling war in Iraq,"Do you APPROVE or DISAPPROVE of the way George W. Bush is handling
the war in Iraq?","1. Approve
5. Disapprove","-8. Don't know
-9. Refused"
V083033a,A14f1. How much approve/disapprove Pres handling war in Iraq,"Do you approve STRONGLY or NOT STRONGLY? /
Do you disapprove STRONGLY or NOT STRONGLY?","1. Strongly
5. Not strongly","-1. INAP, -8,-9 in A14f
-8. Don't know
-9. Refused"
V083033x,A14f1x. SUMMARY: R approve/disapp Pres handling war in Iraq,"SUMMARY:
R APPROVE/DISAPPROVE PRESIDENT HANDLING WAR IN IRAQ","1. Approve strongly
2. Approve not strongly
4. Disapprove not strongly
5. Disapprove strongly","-8. Don't know (in A14f or A14f1)
-9. Refused (in A14f or A14f1)"
V083034,A15. Care who wins House election,"As you know, representatives to Congress in Washington are
being chosen in this election from congressional districts
all around the country.
How much would you say that you personally care about the way
the election to the U.S. House of Representatives comes out:
do you care VERY MUCH, PRETTY MUCH, NOT VERY MUCH or NOT AT
ALL?","1. Very much
2. Pretty much
3. Not very much
4. Not at all","-8. Don't know
-9. Refused"
V083035,A16. Approval of Congress handling its job,"Do you APPROVE or DISAPPROVE of the way the U.S. Congress has
been handling its job?","1. Approve
5. Disapprove","-8. Don't know
-9. Refused"
V083035a,A16a. Strength appr/disapprove Congress handling its job,"Do you approve STRONGLY or NOT STRONGLY? /
Do you disapprove STRONGLY or NOT STRONGLY?","1. Strongly
5. Not strongly","-1. INAP, -8,-9 in A16
-8. Don't know
-9. Refused"
V083035x,A16ax. SUMMARY: R approve/disapp Congress handling job,"SUMMARY:
R APPROVE/DISAPPROVE CONGRESS HANDLING ITS JOB","1. Approve strongly
2. Approve not strongly
4. Disapprove not strongly
5. Disapprove strongly","-8. Don't know (in A16 or A16a)
-9. Refused (in A14a or A14a1)"
V083036,B1a. Feeling Thermometer: President,"Looking at page 3 of the booklet:
How would you rate:
GEORGE W. BUSH",,"-6. Thermometer: 'don't know who this is'
-8. Don't know ('don't know where to rate')
-9. Refused"
V083037a,B1b1. Feeling Thermometer: Democratic Presidential cand,"(Looking at page 3 of the booklet)
(How would you rate:)
BARACK OBAMA",,"-6. Thermometer: 'don't know who this is'
-8. Don't know ('don't know where to rate')
-9. Refused"
V083037b,B1b2. Feeling Thermometer: Republican Presidential cand,"(Looking at page 3 of the booklet)
(How would you rate:)
JOHN MCCAIN",,"-6. Thermometer: 'don't know who this is'
-8. Don't know ('don't know where to rate')
-9. Refused"
V083038,B1c. Names: Feeling Thermometer Vice Presidential cands,Names: Feeling Thermometer Vice Presidential candidates,"1. Thermometer names: Joe Biden and Sarah Palin
2. Thermometer names: Jim Webb and Tim Pawlenty",
V083039a,B1c1. Feeling Thermometer: Democratic Vice-Pres cand,"(Looking at page 3 of the booklet)
(How would you rate:)
JOE BIDEN",,"-6. Thermometer: 'don't know who this is'
-8. Don't know ('don't know where to rate')
-9. Refused"
V083039b,B1c2. Feeling Thermometer: Republican Vice-Pres cand,"(Looking at page 3 of the booklet)
(How would you rate:)
SARAH PALIN",,"-6. Thermometer: 'don't know who this is'
-8. Don't know ('don't know where to rate')
-9. Refused"
V083040,B1d. Feeling Thermometer: Hillary Clinton,"(Looking at page 3 of the booklet)
(How would you rate:)
HILLARY CLINTON",,"-6. Thermometer: 'don't know who this is'
-8. Don't know ('don't know where to rate')
-9. Refused"
V083041,B1e. Feeling Thermometer: Bill Clinton,"(Looking at page 3 of the booklet)
(How would you rate:)
BILL CLINTON",,"-6. Thermometer: 'don't know who this is'
-8. Don't know ('don't know where to rate')
-9. Refused"
V083042,B1f. Feeling Thermometer: Condoleezza Rice,"(Looking at page 3 of the booklet)
(How would you rate:)
CONDOLEEZZA RICE",,"-6. Thermometer: 'don't know who this is'
-8. Don't know ('don't know where to rate')
-9. Refused"
V083043,B1g. Feeling Thermometer: Rush Limbaugh,"(Looking at page 3 of the booklet)
(How would you rate:)
RUSH LIMBAUGH",,"-6. Thermometer: 'don't know who this is'
-8. Don't know ('don't know where to rate')
-9. Refused"
V083044a,B1h. Feeling Thermometer: Democratic Party,"(Looking at page 3 of the booklet)
(How would you rate:)
the DEMOCRATIC PARTY",,"-6. Thermometer: 'don't know who this is'
-8. Don't know ('don't know where to rate')
-9. Refused"
V083044b,B1j. Feeling Thermometer: Republican Party,"(Looking at page 3 of the booklet)
(How would you rate:)
the REPUBLICAN PARTY",,"-6. Thermometer: 'don't know who this is'
-8. Don't know ('don't know where to rate')
-9. Refused"
V083045,C1a. Is there anything R likes about Democratic Party,"Is there anything in particular that you LIKE about the
Democratic party?","1. Yes
5. No","-8. Don't know
-9. Refused"
V083046,C1b. What does R like about Democratic party,(What is that?),,-3. Restricted text: not yet coded
V083047,C1c. Is there anything R dislikes about Democratic Party,"Is there anything in particular that you DON'T LIKE about the
Democratic party?","1. Yes
5. No","-8. Don't know
-9. Refused"
V083048,C1d. What does R dislike about the Democratic party,(What is that?),,-3. Restricted text: not yet coded
V083049,C2a. Is there anything R likes about Republican Party,"Is there anything in particular that you LIKE about the
Republican party?","1. Yes
5. No","-8. Don't know
-9. Refused"
V083050,C2b. What does R like about Republican party,(What is that?),,-3. Restricted text: not yet coded
V083051,C2c. Is there anything R dislikes about Republican Party,"Is there anything in particular that you DON'T LIKE about the
Republican party?","1. Yes
5. No","-8. Don't know
-9. Refused"
V083052,C2d. What does R dislike about the Republican party,(What is that?),,-3. Restricted text: not yet coded
V083053,C3. Is it better when one party controls presidency and Cong,"Do you think it is better when ONE PARTY CONTROLS both the
presidency and Congress, better when CONTROL IS SPLIT between
the Democrats and Republicans, or DOESN'T IT MATTER?","1. Better when one party controls both
3. Better when control is split
5. It doesn't matter","-8. Don't know
-9. Refused"
V083054,C4a. How similar are Republicans to one another,"How similar are Republicans to one another in terms of what
they want government to do and not do?
EXTREMELY SIMILAR, VERY SIMILAR, MODERATELY SIMILAR, SLIGHTLY
SIMILAR, or NOT SIMILAR AT ALL?","1. Extremely similar
2. Very similar
3. Moderately similar
4. Slightly similar
5. Not similar at all","-8. Don't know
-9. Refused"
V083055,C4b. How similar are Democrats to one another,"How similar are Democrats to one another in terms of what
they want government to do and not do?
EXTREMELY SIMILAR, VERY SIMILAR, MODERATELY SIMILAR, SLIGHTLY
SIMILAR, or NOT SIMILAR AT ALL?","1. Extremely similar
2. Very similar
3. Moderately similar
4. Slightly similar
5. Not similar at all","-8. Don't know
-9. Refused"
V083056,C5_. R living with family members,"Now on another topic. Are you living at home with one or more
persons who are family members?","1. Yes
5. No","-8. Don't know
-9. Refused"
V083057,C5. R better/worse off than 1 year ago,"We are interested in how people are getting along financially
these days.
Would you say that you are BETTER off or WORSE off than you
were a year ago? /
We are interested in how people are getting along financially
these days.
Would you say that you and your family living here are BETTER off
or WORSE off than you were a year ago?","1. Better
3. Worse
5. The same [VOL]","-8. Don't know
-9. Refused"
V083057a,C5a. R how much better/worse off than 1 year ago,"MUCH better or SOMEWHAT better? /
MUCH worse or SOMEWHAT worse?","1. Much
5. Somewhat","-1. INAP,
-8. Don't know
-9. Refused"
V083057x,C5ax. SUMMARY: R better/worse off than 1 year ago,"SUMMARY:
R BETTER/WORSE OFF THAN 1 YEAR AGO","1. Much better
2. Somewhat better
3. Same [VOL]
4. Somewhat worse
5. Much worse","-8. Don't know (in C5 or C5a)
-9. Refused (in C5 or C5a)"
V083058,C6. Will R be financially better/worse off one year from now,"Now looking ahead, do you think that a year from now [you / you and
your family living here] will be BETTER OFF financially, WORSE
OFF, or JUST ABOUT THE SAME as now?","1. Better
3. Worse
5. The same","-8. Don't know
-9. Refused"
V083058a,C6a. R how much better/worse off 1 year from now,"MUCH better or SOMEWHAT better? /
MUCH worse or SOMEWHAT worse?","1. Much
5. Somewhat","-1. INAP,
-8. Don't know
-9. Refused"
