var_name,description,question,valid_labels,missing_labels
medsrc_tvprog_62,PRE: CASI/WEB Which tv progs R watches reg'ly: mentn Pequenos Gi-,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_tvprog_63,PRE:CASI/WEBWhichtvprogsRwatchesreg'ly: mentionPrimerImpacto,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_tvprog_64,PRE:CASI/WEBWhichtvprogsRwatchesreg'ly: mentionSabadoGigante,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_tvprog_none,PRE: CASI/WEBWhich tv programs R watches regularly: none on screen,,"0. Notselected on any screen
1. Selected on screen
2. Selected on screen
3. Selected on screen
4. Selected on screen
0. Not selected on anyscreen
1. Selected onscreen
2. Selected onscreen
3. Selected onscreen
4. Selected onscreen
","-1. Inapplicable
-1. Inapplicable
"
medsrc_tvprog_dk,PRE: FTF ONLY: CASI Which television programs R watches regularly:,,"0. Dknot on any screen
1. Dk screen1
2. Dk screen2
3. Dk screen3
4. Dk screen4
0. Dknot on any screen
1. Dk screen
2. Dk screen
3. Dk screen
4. Dk screen
","-1. Inapplicable
-1. Inapplicable
"
medsrc_tvprog_rf,PRE: CASI/WEB Which television programs R watches regularly: screen,,"0. Rf noton any screen
1. Rf screen
2. Rf screen
3. Rf screen
4. Rf screen
0. Rf noton any screen
1. Rf screen
2. Rf screen
3. Rf screen
4. Rf screen
","-1. Inapplicable
-1. Inapplicable
"
medsrc_radio_01,PRE: CASI/WEBRadio prgs R lstns reg'ly: All Things Considered (NPR),,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_radio_02,PRE: CASI/WEB Radio progs R lstns reg'ly: mention The Dave Ramsey,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_radio_03,PRE: CASI/WEBRadio progs R lstns reg'ly: mention The Ed Shultz Show,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_radio_04,PRE: CASI/WEBRadio progs R listens regularly: mention Fresh Air (NPR),,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_radio_05,PRE:CASI/WEBRadioprogsRlstnstoreg'ly: mentnGlennBeckProgram,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_radio_06,PRE: CASI/WEB Radio prgs R lstns reg'ly: mentn The Laura Ingraham,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_radio_07,PRE:CASI/WEBRadioprogsRlistensreg'ly: mentnTheMarkLevinShow,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_radio_08,PRE: CASI/WEBRadio progs R lstns reg'ly: mentn Morning Edition (NPR),,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_radio_09,PRE:CASI/WEBRadioprogsRlistensreg'ly: mentnTheNealBoortzShow,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_radio_10,PRE:CASI/WEBRadioprgsRlstnsreg'ly: mentnThePower(JoeMadison),,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_radio_11,PRE: CASI/WEB Radio progs R lstns reg'ly: mentn The Rush Limbaugh,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_radio_12,PRE:CASI/WEBRadioprgsRlstns: TheSavageNation(MichaelSavage),,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_radio_13,PRE:CASI/WEBRadioprogsRlstnsreg'ly: mentnTheSeanHannityShow,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_radio_14,PRE: CASI/WEBRadio progs R listens reg'ly: Talkof the Nation (NPR),,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_radio_15,PRE: CASI/WEB Radio progs R listens reg'ly: The Thom Hartmann Pro-,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_radio_none,PRE: CASI/WEBRadio progs R listens reg'ly: none of the above selected,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_radio_dkrf,PRE:FTFONLY:CASIWhichradioprogramsRlistenstoregularly: DK/RF,,"0. Not selected byR
1. Dk selected by R
3. Rfselected by R
0. Not selected byR
1. Dk selected by R
3. Rf selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_websites_01,PRE: CASI/WEB Wch websites R visits reg'ly: ABC News (abc-,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_websites_02,PRE: CASI/WEBWhich web sites R visits regularly: CNN (cnn.com),,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_websites_03,PRE:CASI/WEBWbsitesRvisitsregly: DrudgeReport(drudgereport.com),,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_websites_04,PRE: CASI/WEBWhich web sites R visits regularly: Forbes (forbes.com),,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_websites_05,PRE:CASI/WEBWhichwebsitesRvisitsreg'ly: FoxNews(foxnews.com),,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_websites_06,PRE: CASI/WEB Websites R visits: Good Morning America,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_websites_07,PRE:CASI/WEBWchsitesRvisitsreg'ly: GoogleNews(news.google.com),,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_websites_08,PRE: CASI/WEBWebsitesR visits: HuffingtonPost (huffingtonpost.com),,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_websites_09,PRE: CASI/WEBSites R visits reg'ly: Los Angeles Times(latimes.com),,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_websites_10,PRE:CASI/WEBWhichwebsitesRvisitsreg'ly: MSNBC(msnbc.msn.com),,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_websites_11,PRE: CASI/WEBWch sites R visits reg'ly: New YorkTimes(nytimes.com),,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_websites_12,PRE:CASI/WEBSitesRvisitsreg'ly: TodayShow(today.msnbc.msn.com),,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_websites_13,PRE: CASI/WEBWch websites R visits reg'ly: USA Today(usatoday.com),,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_websites_14,PRE: CASI/WEB Websites R visits: Washington Post (washington-,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_websites_15,PRE: CASI/WEB Wch wbsites R visits reg'ly: Yahoo News,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_websites_othweb,PRE: CASI/WEBWhich websites R visits regularly: mention other website,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_websites_oth,PRE: CASI/WEBOther specify- Which web sites Rvisits regularly,,,"-2. Textresponses available in separatefile
-2. Textresponses available in separatefile
"
medsrc_websites_none,PRE: CASI/WEBWhich sites R visits reg'ly: none of the above selected,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_websites_dkrf,PRE: FTFONLY:CASI Which websites R visits regularly: DK/RF,,"0. Not selected byR
1. Dk selected by R
2. Rfselected by R
0. Not selected byR
1. Dk selected by R
2. Rf selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_printnews_01,PRE:CASI/WEBPrintpapersRreads: NewYorkTimes/www.nytimes.com,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_printnews_02,PRE: CASI/WEB Print papers R reads reg'ly: USA Today/,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_printnews_03,PRE: CASI/WEBPrint paprs R reads: WallStreet Journal/ online.wsj.com,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_printnews_04,PRE: CASI/WEB Pnt papr R read: Washington Post/,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_printnews_05,PRE:CASI/WEBWhichprintpapersRreadsreg'ly: mentionnewspaper05,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_printnews_06,PRE:CASI/WEBWhichprintpapersRreadsreg'ly: mentionnewspaper06,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_printnews_07,PRE:CASI/WEBWhichprintpapersRreadsreg'ly: mentionnewspaper07,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_printnews_08,PRE:CASI/WEBWhichprintpapersRreadsreg'ly: mentionnewspaper08,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_printnews_09,PRE:CASI/WEBWhichprintpapersRreadsreg'ly: mentionnewspaper09,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_printnews_10,PRE:CASI/WEBWhichprintpapersRreadsreg'ly: mentionnewspaper10,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_printnews_11,PRE:CASI/WEBWhichprintpapersRreadsreg'ly: mentionnewspaper11,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_printnews_12,PRE:CASI/WEBWhichprintpapersRreadsreg'ly: mentionnewspaper12,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_printnews_13,PRE:CASI/WEBWhichprintpapersRreadsreg'ly: mentionnewspaper13,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_printnews_14,PRE:CASI/WEBWhichprintpapersRreadsreg'ly: mentionnewspaper14,,"0. Not selected byR
0. Not selected byR
","-1. Inapplicable
-1. Inapplicable
"
medsrc_printnews_15,PRE:CASI/WEBWhichprintpapersRreadsreg'ly: mentionnewspaper15,,"0. Not selected byR
0. Not selected byR
","-1. Inapplicable
-1. Inapplicable
"
medsrc_printnews_othnews,PRE: CASI/WEBWhich print papers R reads reg'ly: mention other newsp,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_printnews_none,PRE: CASI/WEBPrint papers R reads reg'ly: none of the above selected,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_printnews_dkrf,PRE: FTFONLY:CASI Which printnewspapers R reads regularly: DK/RF,,"0. Not selected byR
1. Dk selected by R
2. Rfselected by R
0. Not selected byR
1. Dk selected by R
2. Rf selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_01,PRE: CASI/WEB Onln paprs R read regly: New York Times/,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_02,PRE: CASI/WEB Online paprs R reads reg'ly: USA Today/,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_03,PRE: CASI/WEBOnlin paprs R reads: WallStreet Journal/ online.wsj.com,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_04,PRE: CASI/WEB Onl pprs R read: Washington Post/,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_05,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_06,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_07,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_08,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_09,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_10,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_11,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_12,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_13,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_14,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper,,"0. Not selected byR
0. Not selected byR
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_15,PRE: CASI/WEB Which online papers R reads reg'ly: mention newspaper,,"0. Not selected byR
0. Not selected byR
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_othnews,PRE:CASI/WEBWhichonlinepapersRreadsreg'ly: mentionothernewsp,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_none,PRE: CASI/WEBWch onlin paprs R reads reg'ly: none of the aboveselctd,,"0. Not selected byR
1. Selected by R
0. Not selected byR
1. Selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_inetnews_dkrf,PRE:FTFONLY:CASIWhichonlinenewspapersRreadsregularly: DK/RF,,"0. Not selected byR
1. Dk selected by R
2. Rfselected by R
0. Not selected byR
1. Dk selected by R
2. Rf selectedby R
","-1. Inapplicable
-1. Inapplicable
"
medsrc_socmedia,CASI No.daysin wk R uses soc mediato learn Pres,"During a typical week, how many days do you use social media such as Twitteror Facebook to learn about theelection for President?","0. None
1. One day
2. Twodays
3. Three days
4. Four days
5. Five days
6. Six days
7. Sevendays
","-4. Error
-8. Don'tknow
-9. Refused
"
medsrc_blogs,CASI No.daysin wk R uses blogs tolearn abt Pres,"During a typical week, how many days do you use blogs to learn about the election forPresident?","0. None
1. One day
2. Twodays
3. Threedays
4. Four days
5. Five days
6. Six days
7. Seven days
","-4. Error
-8. Don't know
-9. Refused
"
medsrc_specblogs,CASI Whichblogs R uses to learn abtPres electn,PLEASE SPECIFYBLOG(S),,"-2. Textresponses available in separatefile
-2. Textresponses available in separatefile
"
owngun_owngun,CASI DoesR own a gun,"Do youor anyone else living here owna gun, or not? Logic: Self-administered byR","1. Yes
2. No
1. Yes
2. No
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
wordsum_setb,CASI WORDSUMset B,"<img src='wordsum_gridb.gif' width='600' height='80' align='left' bor- der='0'/> <brclear=all> Logic: The choices available for this question should be present as a grid, so that R canclick the button for his/her synonymchoice.","1. Incorrect
2. Incorrect
3. Incorrect
4. Incorrect
5. Correct
1. Incorrect
2. Incorrect
3. Incorrect
4. Incorrect
5. Correct
","-2. Missing: soft refusal
-9. Refused
-2. Missing: soft refusal
-9. Refused
"
wordsum_setd,CASI WORDSUMset D,"<img src='wordsum_gridd.gif' width='600' height='80' align='left' bor- der='0'/> <brclear=all> Logic: The choices available for this question should be present as a grid, so that R canclick the button for his/her synonymchoice.","1. Incorrect
2. Incorrect
3. Correct
4. Incorrect
5. Incorrect
1. Incorrect
2. Incorrect
3. Correct
4. Incorrect
5. Incorrect
","-2. Missing: soft refusal
-9. Refused
-2. Missing: soft refusal
-9. Refused
"
